date,description,categorie,type,montant
2025-01-30,Facture Client - Déménagement,Ventes,credit,168730
2025-01-30,Facture Client - Déménagement,Ventes,credit,198547
2025-01-30,Facture Client - Déménagement,Ventes,credit,111188
2025-01-31,Facture Client - Livraison Express,Ventes,credit,29758
2025-01-31,Facture Client - Fret Régional,Ventes,credit,156996
2025-01-31,Facture Client - Fret Régional,Ventes,credit,235016
2025-01-31,Facture Client - Livraison Express,Ventes,credit,41980
2025-01-31,Plein de Carburant (Flotte),Carburant,debit,81145
2025-02-01,Plein de Carburant (Flotte),Carburant,debit,50316
2025-02-02,Facture Client - Déménagement,Ventes,credit,81734
2025-02-02,Facture Client - Fret Régional,Ventes,credit,276710
2025-02-02,Facture Client - Livraison Express,Ventes,credit,25510
2025-02-03,Facture Client - Fret Régional,Ventes,credit,286593
2025-02-03,Plein de Carburant (Flotte),Carburant,debit,54317
2025-02-04,Facture Client - Déménagement,Ventes,credit,80878
2025-02-04,Facture Client - Déménagement,Ventes,credit,174335
2025-02-04,Plein de Carburant (Flotte),Carburant,debit,59372
2025-02-05,Facture Client - Fret Régional,Ventes,credit,184689
2025-02-05,Plein de Carburant (Flotte),Carburant,debit,84508
2025-02-05,Loyer Entrepôt Logistique,Loyer,debit,400000
2025-02-06,Facture Client - Déménagement,Ventes,credit,157693
2025-02-06,Facture Client - Déménagement,Ventes,credit,85880
2025-02-06,Facture Client - Fret Régional,Ventes,credit,218116
2025-02-06,Plein de Carburant (Flotte),Carburant,debit,50055
2025-02-07,Facture Client - Déménagement,Ventes,credit,132072
2025-02-07,Facture Client - Livraison Express,Ventes,credit,69724
2025-02-07,Facture Client - Déménagement,Ventes,credit,136205
2025-02-07,Facture Client - Fret Régional,Ventes,credit,366191
2025-02-07,Plein de Carburant (Flotte),Carburant,debit,59834
2025-02-08,Plein de Carburant (Flotte),Carburant,debit,79002
2025-02-08,Réparation Camion / Pièces,Entretien,debit,311628
2025-02-09,Facture Client - Déménagement,Ventes,credit,197259
2025-02-10,Facture Client - Déménagement,Ventes,credit,89164
2025-02-10,Facture Client - Fret Régional,Ventes,credit,185525
2025-02-10,Facture Client - Déménagement,Ventes,credit,153099
2025-02-10,Facture Client - Livraison Express,Ventes,credit,63891
2025-02-10,Plein de Carburant (Flotte),Carburant,debit,55173
2025-02-11,Facture Client - Fret Régional,Ventes,credit,347366
2025-02-11,Plein de Carburant (Flotte),Carburant,debit,81944
2025-02-12,Facture Client - Livraison Express,Ventes,credit,59109
2025-02-12,Réparation Camion / Pièces,Entretien,debit,354915
2025-02-13,Facture Client - Livraison Express,Ventes,credit,69309
2025-02-13,Facture Client - Livraison Express,Ventes,credit,40668
2025-02-13,Facture Client - Livraison Express,Ventes,credit,50187
2025-02-13,Facture Client - Fret Régional,Ventes,credit,377530
2025-02-14,Facture Client - Déménagement,Ventes,credit,147447
2025-02-14,Facture Client - Livraison Express,Ventes,credit,61320
2025-02-14,Plein de Carburant (Flotte),Carburant,debit,85551
2025-02-15,Facture Client - Déménagement,Ventes,credit,168008
2025-02-15,Facture Client - Livraison Express,Ventes,credit,42598
2025-02-15,Facture Client - Déménagement,Ventes,credit,84966
2025-02-15,Plein de Carburant (Flotte),Carburant,debit,74245
2025-02-16,Plein de Carburant (Flotte),Carburant,debit,47450
2025-02-17,Facture Client - Livraison Express,Ventes,credit,48479
2025-02-17,Facture Client - Fret Régional,Ventes,credit,258412
2025-02-18,Facture Client - Déménagement,Ventes,credit,160444
2025-02-18,Facture Client - Fret Régional,Ventes,credit,300622
2025-02-18,Facture Client - Livraison Express,Ventes,credit,63144
2025-02-18,Facture Client - Déménagement,Ventes,credit,170784
2025-02-18,Plein de Carburant (Flotte),Carburant,debit,71939
2025-02-19,Facture Client - Déménagement,Ventes,credit,96936
2025-02-19,Facture Client - Livraison Express,Ventes,credit,48874
2025-02-19,Facture Client - Livraison Express,Ventes,credit,40983
2025-02-19,Plein de Carburant (Flotte),Carburant,debit,64431
2025-02-20,Facture Client - Livraison Express,Ventes,credit,74557
2025-02-20,Facture Client - Fret Régional,Ventes,credit,361452
2025-02-20,Facture Client - Livraison Express,Ventes,credit,63978
2025-02-21,Facture Client - Fret Régional,Ventes,credit,334346
2025-02-21,Facture Client - Déménagement,Ventes,credit,158543
2025-02-21,Facture Client - Déménagement,Ventes,credit,88623
2025-02-21,Facture Client - Livraison Express,Ventes,credit,63870
2025-02-21,Plein de Carburant (Flotte),Carburant,debit,70839
2025-02-22,Facture Client - Fret Régional,Ventes,credit,345294
2025-02-22,Facture Client - Déménagement,Ventes,credit,112053
2025-02-22,Facture Client - Fret Régional,Ventes,credit,241548
2025-02-22,Facture Client - Fret Régional,Ventes,credit,322737
2025-02-22,Plein de Carburant (Flotte),Carburant,debit,63327
2025-02-23,Plein de Carburant (Flotte),Carburant,debit,78777
2025-02-24,Facture Client - Déménagement,Ventes,credit,130615
2025-02-25,Facture Client - Déménagement,Ventes,credit,168366
2025-02-25,Facture Client - Fret Régional,Ventes,credit,377391
2025-02-25,Facture Client - Livraison Express,Ventes,credit,25872
2025-02-25,Facture Client - Fret Régional,Ventes,credit,183569
2025-02-26,Facture Client - Fret Régional,Ventes,credit,173974
2025-02-26,Facture Client - Livraison Express,Ventes,credit,33955
2025-02-26,Plein de Carburant (Flotte),Carburant,debit,79311
2025-02-27,Facture Client - Livraison Express,Ventes,credit,34709
2025-02-27,Facture Client - Livraison Express,Ventes,credit,41643
2025-02-27,Facture Client - Fret Régional,Ventes,credit,370080
2025-02-27,Facture Client - Fret Régional,Ventes,credit,253118
2025-02-27,Plein de Carburant (Flotte),Carburant,debit,68940
2025-02-28,Facture Client - Livraison Express,Ventes,credit,40529
2025-02-28,Facture Client - Fret Régional,Ventes,credit,220174
2025-02-28,Plein de Carburant (Flotte),Carburant,debit,43541
2025-02-28,Paiement Salaires (Chauffeurs),Salaires,debit,850000
2025-03-01,Plein de Carburant (Flotte),Carburant,debit,73612
2025-03-02,Plein de Carburant (Flotte),Carburant,debit,88250
2025-03-03,Facture Client - Livraison Express,Ventes,credit,36134
2025-03-03,Facture Client - Fret Régional,Ventes,credit,327971
2025-03-03,Facture Client - Déménagement,Ventes,credit,157199
2025-03-03,Facture Client - Livraison Express,Ventes,credit,45831
2025-03-03,Plein de Carburant (Flotte),Carburant,debit,69781
2025-03-04,Facture Client - Fret Régional,Ventes,credit,183025
2025-03-04,Facture Client - Fret Régional,Ventes,credit,378792
2025-03-04,Plein de Carburant (Flotte),Carburant,debit,42663
2025-03-05,Facture Client - Livraison Express,Ventes,credit,65216
2025-03-05,Facture Client - Déménagement,Ventes,credit,116127
2025-03-05,Plein de Carburant (Flotte),Carburant,debit,61434
2025-03-05,Loyer Entrepôt Logistique,Loyer,debit,400000
2025-03-06,Facture Client - Fret Régional,Ventes,credit,353466
2025-03-06,Plein de Carburant (Flotte),Carburant,debit,45315
2025-03-07,Facture Client - Fret Régional,Ventes,credit,254795
2025-03-08,Facture Client - Déménagement,Ventes,credit,105997
2025-03-08,Facture Client - Déménagement,Ventes,credit,143519
2025-03-08,Facture Client - Livraison Express,Ventes,credit,25714
2025-03-08,Plein de Carburant (Flotte),Carburant,debit,85835
2025-03-10,Facture Client - Déménagement,Ventes,credit,175438
2025-03-10,Facture Client - Fret Régional,Ventes,credit,162171
2025-03-10,Plein de Carburant (Flotte),Carburant,debit,89616
2025-03-11,Facture Client - Livraison Express,Ventes,credit,61737
2025-03-11,Plein de Carburant (Flotte),Carburant,debit,65704
2025-03-12,Facture Client - Fret Régional,Ventes,credit,364825
2025-03-12,Facture Client - Livraison Express,Ventes,credit,62337
2025-03-13,Facture Client - Livraison Express,Ventes,credit,27669
2025-03-13,Facture Client - Livraison Express,Ventes,credit,59210
2025-03-13,Facture Client - Déménagement,Ventes,credit,107188
2025-03-14,Facture Client - Livraison Express,Ventes,credit,46882
2025-03-14,Facture Client - Fret Régional,Ventes,credit,243523
2025-03-14,Facture Client - Fret Régional,Ventes,credit,336879
2025-03-14,Plein de Carburant (Flotte),Carburant,debit,51826
2025-03-15,Plein de Carburant (Flotte),Carburant,debit,76910
2025-03-15,Paiement Taxes / Patente,Impôts,debit,600000
2025-03-16,Facture Client - Fret Régional,Ventes,credit,208074
2025-03-16,Facture Client - Fret Régional,Ventes,credit,258834
2025-03-16,Plein de Carburant (Flotte),Carburant,debit,61667
2025-03-17,Facture Client - Livraison Express,Ventes,credit,69980
2025-03-17,Facture Client - Livraison Express,Ventes,credit,28175
2025-03-17,Facture Client - Fret Régional,Ventes,credit,313388
2025-03-17,Facture Client - Déménagement,Ventes,credit,96203
2025-03-17,Plein de Carburant (Flotte),Carburant,debit,51249
2025-03-18,Facture Client - Déménagement,Ventes,credit,143526
2025-03-18,Plein de Carburant (Flotte),Carburant,debit,67276
2025-03-19,Facture Client - Livraison Express,Ventes,credit,32692
2025-03-19,Plein de Carburant (Flotte),Carburant,debit,66780
2025-03-19,Réparation Camion / Pièces,Entretien,debit,274582
2025-03-20,Facture Client - Fret Régional,Ventes,credit,212331
2025-03-20,Facture Client - Déménagement,Ventes,credit,112284
2025-03-20,Facture Client - Déménagement,Ventes,credit,115942
2025-03-20,Facture Client - Fret Régional,Ventes,credit,221362
2025-03-20,Plein de Carburant (Flotte),Carburant,debit,86463
2025-03-21,Facture Client - Livraison Express,Ventes,credit,50479
2025-03-21,Plein de Carburant (Flotte),Carburant,debit,78512
2025-03-22,Plein de Carburant (Flotte),Carburant,debit,86836
2025-03-23,Plein de Carburant (Flotte),Carburant,debit,84901
2025-03-24,Facture Client - Livraison Express,Ventes,credit,53829
2025-03-24,Facture Client - Livraison Express,Ventes,credit,25109
2025-03-24,Plein de Carburant (Flotte),Carburant,debit,73110
2025-03-25,Facture Client - Fret Régional,Ventes,credit,244383
2025-03-25,Facture Client - Déménagement,Ventes,credit,108115
2025-03-25,Facture Client - Livraison Express,Ventes,credit,37859
2025-03-26,Facture Client - Fret Régional,Ventes,credit,305411
2025-03-26,Facture Client - Déménagement,Ventes,credit,179571
2025-03-26,Facture Client - Fret Régional,Ventes,credit,242347
2025-03-26,Facture Client - Fret Régional,Ventes,credit,277348
2025-03-26,Plein de Carburant (Flotte),Carburant,debit,86027
2025-03-27,Facture Client - Livraison Express,Ventes,credit,72421
2025-03-27,Facture Client - Livraison Express,Ventes,credit,65009
2025-03-27,Plein de Carburant (Flotte),Carburant,debit,78807
2025-03-28,Facture Client - Fret Régional,Ventes,credit,281734
2025-03-28,Facture Client - Fret Régional,Ventes,credit,339502
2025-03-28,Facture Client - Fret Régional,Ventes,credit,180963
2025-03-28,Plein de Carburant (Flotte),Carburant,debit,81124
2025-03-28,Paiement Salaires (Chauffeurs),Salaires,debit,850000
2025-03-28,Réparation Camion / Pièces,Entretien,debit,155111
2025-03-29,Plein de Carburant (Flotte),Carburant,debit,86814
2025-03-31,Facture Client - Livraison Express,Ventes,credit,44621
2025-03-31,Facture Client - Livraison Express,Ventes,credit,57593
2025-03-31,Facture Client - Livraison Express,Ventes,credit,53726
2025-03-31,Facture Client - Déménagement,Ventes,credit,82713
2025-03-31,Plein de Carburant (Flotte),Carburant,debit,68829
2025-04-01,Facture Client - Déménagement,Ventes,credit,95247
2025-04-01,Facture Client - Fret Régional,Ventes,credit,356061
2025-04-01,Facture Client - Fret Régional,Ventes,credit,362764
2025-04-01,Plein de Carburant (Flotte),Carburant,debit,87032
2025-04-02,Facture Client - Déménagement,Ventes,credit,170650
2025-04-02,Plein de Carburant (Flotte),Carburant,debit,50935
2025-04-03,Facture Client - Fret Régional,Ventes,credit,250670
2025-04-03,Plein de Carburant (Flotte),Carburant,debit,45272
2025-04-04,Facture Client - Livraison Express,Ventes,credit,67382
2025-04-04,Facture Client - Déménagement,Ventes,credit,109041
2025-04-04,Facture Client - Fret Régional,Ventes,credit,331837
2025-04-04,Plein de Carburant (Flotte),Carburant,debit,67416
2025-04-05,Plein de Carburant (Flotte),Carburant,debit,68688
2025-04-05,Loyer Entrepôt Logistique,Loyer,debit,400000
2025-04-06,Plein de Carburant (Flotte),Carburant,debit,81368
2025-04-07,Facture Client - Fret Régional,Ventes,credit,330458
2025-04-07,Facture Client - Fret Régional,Ventes,credit,310405
2025-04-07,Facture Client - Déménagement,Ventes,credit,196816
2025-04-07,Facture Client - Livraison Express,Ventes,credit,29449
2025-04-07,Plein de Carburant (Flotte),Carburant,debit,42605
2025-04-08,Facture Client - Fret Régional,Ventes,credit,306513
2025-04-08,Facture Client - Déménagement,Ventes,credit,88482
2025-04-08,Facture Client - Fret Régional,Ventes,credit,204725
2025-04-08,Facture Client - Déménagement,Ventes,credit,93349
2025-04-08,Plein de Carburant (Flotte),Carburant,debit,62141
2025-04-09,Facture Client - Fret Régional,Ventes,credit,189823
2025-04-09,Plein de Carburant (Flotte),Carburant,debit,79686
2025-04-10,Facture Client - Fret Régional,Ventes,credit,240968
2025-04-10,Facture Client - Déménagement,Ventes,credit,111226
2025-04-10,Facture Client - Fret Régional,Ventes,credit,340798
2025-04-11,Facture Client - Fret Régional,Ventes,credit,292576
2025-04-11,Facture Client - Livraison Express,Ventes,credit,54809
2025-04-11,Réparation Camion / Pièces,Entretien,debit,246241
2025-04-12,Plein de Carburant (Flotte),Carburant,debit,54463
2025-04-13,Facture Client - Fret Régional,Ventes,credit,309308
2025-04-13,Facture Client - Déménagement,Ventes,credit,138685
2025-04-13,Facture Client - Fret Régional,Ventes,credit,277397
2025-04-14,Facture Client - Livraison Express,Ventes,credit,25930
2025-04-14,Facture Client - Fret Régional,Ventes,credit,252731
2025-04-14,Plein de Carburant (Flotte),Carburant,debit,65893
2025-04-15,Facture Client - Livraison Express,Ventes,credit,74760
2025-04-15,Facture Client - Déménagement,Ventes,credit,171269
2025-04-16,Facture Client - Fret Régional,Ventes,credit,387369
2025-04-16,Plein de Carburant (Flotte),Carburant,debit,58984
2025-04-17,Facture Client - Déménagement,Ventes,credit,164626
2025-04-17,Plein de Carburant (Flotte),Carburant,debit,67030
2025-04-18,Facture Client - Livraison Express,Ventes,credit,68569
2025-04-18,Plein de Carburant (Flotte),Carburant,debit,77741
2025-04-19,Facture Client - Livraison Express,Ventes,credit,25588
2025-04-19,Facture Client - Fret Régional,Ventes,credit,327543
2025-04-19,Facture Client - Fret Régional,Ventes,credit,237506
2025-04-19,Facture Client - Déménagement,Ventes,credit,184248
2025-04-19,Plein de Carburant (Flotte),Carburant,debit,79675
2025-04-20,Facture Client - Livraison Express,Ventes,credit,37278
2025-04-20,Facture Client - Fret Régional,Ventes,credit,197297
2025-04-20,Facture Client - Déménagement,Ventes,credit,161200
2025-04-20,Facture Client - Déménagement,Ventes,credit,120386
2025-04-21,Facture Client - Fret Régional,Ventes,credit,192471
2025-04-21,Facture Client - Livraison Express,Ventes,credit,74681
2025-04-21,Facture Client - Livraison Express,Ventes,credit,73349
2025-04-21,Plein de Carburant (Flotte),Carburant,debit,83941
2025-04-22,Facture Client - Livraison Express,Ventes,credit,41398
2025-04-22,Facture Client - Livraison Express,Ventes,credit,26469
2025-04-22,Plein de Carburant (Flotte),Carburant,debit,65186
2025-04-23,Facture Client - Déménagement,Ventes,credit,125718
2025-04-23,Facture Client - Livraison Express,Ventes,credit,37385
2025-04-23,Facture Client - Déménagement,Ventes,credit,145360
2025-04-24,Facture Client - Livraison Express,Ventes,credit,44051
2025-04-24,Facture Client - Livraison Express,Ventes,credit,31018
2025-04-24,Facture Client - Déménagement,Ventes,credit,119142
2025-04-25,Facture Client - Fret Régional,Ventes,credit,252434
2025-04-26,Plein de Carburant (Flotte),Carburant,debit,44007
2025-04-27,Plein de Carburant (Flotte),Carburant,debit,76670
2025-04-28,Facture Client - Livraison Express,Ventes,credit,67127
2025-04-28,Facture Client - Livraison Express,Ventes,credit,68667
2025-04-28,Plein de Carburant (Flotte),Carburant,debit,54688
2025-04-28,Paiement Salaires (Chauffeurs),Salaires,debit,850000
2025-04-29,Facture Client - Livraison Express,Ventes,credit,74454
2025-04-29,Facture Client - Fret Régional,Ventes,credit,157451
2025-04-30,Facture Client - Livraison Express,Ventes,credit,40819
2025-04-30,Facture Client - Déménagement,Ventes,credit,88329
2025-04-30,Facture Client - Fret Régional,Ventes,credit,393397
2025-04-30,Facture Client - Livraison Express,Ventes,credit,72526
2025-04-30,Plein de Carburant (Flotte),Carburant,debit,85225
2025-05-01,Facture Client - Livraison Express,Ventes,credit,35931
2025-05-01,Facture Client - Fret Régional,Ventes,credit,175152
2025-05-01,Facture Client - Livraison Express,Ventes,credit,72970
2025-05-01,Facture Client - Fret Régional,Ventes,credit,244382
2025-05-01,Plein de Carburant (Flotte),Carburant,debit,86528
2025-05-01,Réparation Camion / Pièces,Entretien,debit,480020
2025-05-02,Facture Client - Fret Régional,Ventes,credit,184276
2025-05-02,Facture Client - Fret Régional,Ventes,credit,385943
2025-05-02,Facture Client - Livraison Express,Ventes,credit,70287
2025-05-02,Facture Client - Déménagement,Ventes,credit,158810
2025-05-02,Plein de Carburant (Flotte),Carburant,debit,43176
2025-05-03,Plein de Carburant (Flotte),Carburant,debit,76798
2025-05-05,Facture Client - Déménagement,Ventes,credit,166749
2025-05-05,Facture Client - Fret Régional,Ventes,credit,355415
2025-05-05,Loyer Entrepôt Logistique,Loyer,debit,400000
2025-05-06,Facture Client - Fret Régional,Ventes,credit,287313
2025-05-06,Facture Client - Déménagement,Ventes,credit,116328
2025-05-06,Plein de Carburant (Flotte),Carburant,debit,75645
2025-05-07,Facture Client - Déménagement,Ventes,credit,164425
2025-05-07,Facture Client - Livraison Express,Ventes,credit,37573
2025-05-07,Facture Client - Fret Régional,Ventes,credit,346079
2025-05-08,Facture Client - Fret Régional,Ventes,credit,237085
2025-05-08,Facture Client - Fret Régional,Ventes,credit,158123
2025-05-08,Facture Client - Déménagement,Ventes,credit,163202
2025-05-08,Facture Client - Fret Régional,Ventes,credit,386917
2025-05-08,Plein de Carburant (Flotte),Carburant,debit,51920
2025-05-09,Facture Client - Livraison Express,Ventes,credit,54327
2025-05-10,Facture Client - Fret Régional,Ventes,credit,201535
2025-05-10,Facture Client - Fret Régional,Ventes,credit,375173
2025-05-10,Plein de Carburant (Flotte),Carburant,debit,70760
2025-05-12,Facture Client - Livraison Express,Ventes,credit,72910
2025-05-12,Facture Client - Livraison Express,Ventes,credit,51266
2025-05-12,Facture Client - Fret Régional,Ventes,credit,389982
2025-05-12,Plein de Carburant (Flotte),Carburant,debit,49245
2025-05-13,Facture Client - Déménagement,Ventes,credit,138882
2025-05-13,Facture Client - Livraison Express,Ventes,credit,25255
2025-05-13,Plein de Carburant (Flotte),Carburant,debit,58119
2025-05-14,Facture Client - Livraison Express,Ventes,credit,49235
2025-05-14,Facture Client - Fret Régional,Ventes,credit,289111
2025-05-14,Facture Client - Livraison Express,Ventes,credit,67301
2025-05-14,Facture Client - Fret Régional,Ventes,credit,176450
2025-05-14,Plein de Carburant (Flotte),Carburant,debit,48199
2025-05-15,Facture Client - Livraison Express,Ventes,credit,65788
2025-05-15,Facture Client - Déménagement,Ventes,credit,102436
2025-05-15,Facture Client - Livraison Express,Ventes,credit,26784
2025-05-15,Facture Client - Fret Régional,Ventes,credit,245351
2025-05-16,Facture Client - Fret Régional,Ventes,credit,398736
2025-05-16,Facture Client - Livraison Express,Ventes,credit,33269
2025-05-16,Plein de Carburant (Flotte),Carburant,debit,65252
2025-05-17,Plein de Carburant (Flotte),Carburant,debit,77176
2025-05-18,Plein de Carburant (Flotte),Carburant,debit,79717
2025-05-19,Facture Client - Livraison Express,Ventes,credit,57278
2025-05-19,Facture Client - Livraison Express,Ventes,credit,55143
2025-05-19,Facture Client - Livraison Express,Ventes,credit,71588
2025-05-19,Facture Client - Fret Régional,Ventes,credit,158948
2025-05-19,Plein de Carburant (Flotte),Carburant,debit,65086
2025-05-20,Facture Client - Livraison Express,Ventes,credit,64248
2025-05-20,Plein de Carburant (Flotte),Carburant,debit,55735
2025-05-21,Facture Client - Fret Régional,Ventes,credit,205724
2025-05-22,Facture Client - Déménagement,Ventes,credit,195741
2025-05-22,Plein de Carburant (Flotte),Carburant,debit,62390
2025-05-23,Facture Client - Déménagement,Ventes,credit,94796
2025-05-23,Plein de Carburant (Flotte),Carburant,debit,82377
2025-05-24,Plein de Carburant (Flotte),Carburant,debit,40360
2025-05-25,Facture Client - Déménagement,Ventes,credit,191841
2025-05-25,Facture Client - Livraison Express,Ventes,credit,48812
2025-05-25,Facture Client - Fret Régional,Ventes,credit,219456
2025-05-25,Facture Client - Fret Régional,Ventes,credit,218706
2025-05-25,Plein de Carburant (Flotte),Carburant,debit,69819
2025-05-26,Facture Client - Livraison Express,Ventes,credit,64944
2025-05-26,Facture Client - Livraison Express,Ventes,credit,70217
2025-05-26,Facture Client - Déménagement,Ventes,credit,192852
2025-05-26,Facture Client - Fret Régional,Ventes,credit,253793
2025-05-27,Facture Client - Fret Régional,Ventes,credit,384326
2025-05-27,Facture Client - Déménagement,Ventes,credit,106427
2025-05-27,Plein de Carburant (Flotte),Carburant,debit,47498
2025-05-28,Facture Client - Déménagement,Ventes,credit,156293
2025-05-28,Plein de Carburant (Flotte),Carburant,debit,56582
2025-05-28,Paiement Salaires (Chauffeurs),Salaires,debit,850000
2025-05-29,Facture Client - Fret Régional,Ventes,credit,250382
2025-05-29,Facture Client - Déménagement,Ventes,credit,134411
2025-05-29,Facture Client - Déménagement,Ventes,credit,167970
2025-05-29,Facture Client - Déménagement,Ventes,credit,181513
2025-05-29,Plein de Carburant (Flotte),Carburant,debit,85403
2025-05-30,Facture Client - Livraison Express,Ventes,credit,66799
2025-05-30,Plein de Carburant (Flotte),Carburant,debit,79430
2025-06-02,Facture Client - Déménagement,Ventes,credit,129226
2025-06-02,Facture Client - Livraison Express,Ventes,credit,55875
2025-06-02,Facture Client - Déménagement,Ventes,credit,98051
2025-06-02,Facture Client - Fret Régional,Ventes,credit,156560
2025-06-03,Facture Client - Fret Régional,Ventes,credit,290092
2025-06-03,Plein de Carburant (Flotte),Carburant,debit,48142
2025-06-04,Facture Client - Fret Régional,Ventes,credit,306052
2025-06-04,Facture Client - Fret Régional,Ventes,credit,195600
2025-06-04,Facture Client - Livraison Express,Ventes,credit,58678
2025-06-04,Facture Client - Déménagement,Ventes,credit,126720
2025-06-04,Plein de Carburant (Flotte),Carburant,debit,44089
2025-06-05,Facture Client - Livraison Express,Ventes,credit,61968
2025-06-05,Facture Client - Déménagement,Ventes,credit,185488
