date,description,categorie,type,montant
2025-04-21,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,422968
2025-04-24,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,256107
2025-04-28,Salaires Personnel Usine & Manutention,Salaires,debit,1200000
2025-05-01,Agios et Commission Découvert Bancaire CBAO,Frais Financiers,debit,162923
2025-05-08,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,285521
2025-05-14,Facture Électricité Senelec Usine,Énergie,debit,616458
2025-05-16,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,162007
2025-05-20,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,216251
2025-05-21,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,404424
2025-05-28,Salaires Personnel Usine & Manutention,Salaires,debit,1200000
2025-06-04,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,372675
2025-06-10,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,212450
2025-06-13,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,308097
2025-06-14,Facture Électricité Senelec Usine,Énergie,debit,787198
2025-06-26,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,154813
2025-06-28,Salaires Personnel Usine & Manutention,Salaires,debit,1200000
2025-06-30,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,414073
2025-07-01,Agios et Commission Découvert Bancaire CBAO,Frais Financiers,debit,79581
2025-07-03,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,394310
2025-07-09,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,239241
2025-07-14,Facture Électricité Senelec Usine,Énergie,debit,459357
2025-07-17,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,362825
2025-07-28,Salaires Personnel Usine & Manutention,Salaires,debit,1200000
2025-07-30,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,407717
2025-08-12,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,317122
2025-08-14,Facture Électricité Senelec Usine,Énergie,debit,790314
2025-08-18,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,309854
2025-08-26,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,180701
2025-08-27,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,393539
2025-08-28,Salaires Personnel Usine & Manutention,Salaires,debit,1200000
2025-09-01,Agios et Commission Découvert Bancaire CBAO,Frais Financiers,debit,121086
2025-09-05,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,390632
2025-09-14,Facture Électricité Senelec Usine,Énergie,debit,743311
2025-09-25,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,218227
2025-09-26,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,196565
2025-09-28,Salaires Personnel Usine & Manutention,Salaires,debit,1200000
2025-09-29,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,435142
2025-10-01,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,316991
2025-10-14,Facture Électricité Senelec Usine,Énergie,debit,599485
2025-10-15,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,483264
2025-10-17,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,418798
2025-10-24,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,422510
2025-10-27,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,254235
2025-10-28,Salaires Personnel Usine & Manutention,Salaires,debit,1200000
2025-11-01,Agios et Commission Découvert Bancaire CBAO,Frais Financiers,debit,159274
2025-11-04,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1682365
2025-11-05,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,410140
2025-11-10,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,945425
2025-11-10,Achat Collecte Graines Arachide - Coopérative Kaolack,Fournisseur,debit,2025836
2025-11-11,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,939760
2025-11-12,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1093569
2025-11-13,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,791294
2025-11-14,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,696432
2025-11-14,Facture Électricité Senelec Usine,Énergie,debit,766248
2025-11-18,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1336249
2025-11-22,Achat Collecte Graines Arachide - Coopérative Kaolack,Fournisseur,debit,2473084
2025-11-24,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1312758
2025-11-25,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1134578
2025-11-26,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,477967
2025-11-28,Salaires Personnel Usine & Manutention,Salaires,debit,1200000
2025-12-01,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,916625
2025-12-01,Agios et Commission Découvert Bancaire CBAO,Frais Financiers,debit,121840
2025-12-02,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1757765
2025-12-03,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,958688
2025-12-04,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,441758
2025-12-05,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,578303
2025-12-09,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1464633
2025-12-10,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1786601
2025-12-10,Achat Collecte Graines Arachide - Coopérative Kaolack,Fournisseur,debit,2782346
2025-12-14,Facture Électricité Senelec Usine,Énergie,debit,489128
2025-12-15,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,725922
2025-12-16,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1010913
2025-12-17,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1729882
2025-12-22,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1590459
2025-12-22,Achat Collecte Graines Arachide - Coopérative Kaolack,Fournisseur,debit,2016198
2025-12-23,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1038962
2025-12-24,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1069696
2025-12-26,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,457173
2025-12-28,Salaires Personnel Usine & Manutention,Salaires,debit,1200000
2025-12-30,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1305435
2025-12-31,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1055512
2026-01-07,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1590408
2026-01-08,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1084150
2026-01-09,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1759086
2026-01-10,Achat Collecte Graines Arachide - Coopérative Kaolack,Fournisseur,debit,3114482
2026-01-13,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1378236
2026-01-14,Facture Électricité Senelec Usine,Énergie,debit,556195
2026-01-16,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,563128
2026-01-22,Achat Collecte Graines Arachide - Coopérative Kaolack,Fournisseur,debit,1635539
2026-01-26,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1431309
2026-01-28,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,500122
2026-01-28,Salaires Personnel Usine & Manutention,Salaires,debit,1200000
2026-01-29,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1294042
2026-02-05,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,538222
2026-02-06,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,865514
2026-02-10,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,591458
2026-02-10,Achat Collecte Graines Arachide - Coopérative Kaolack,Fournisseur,debit,3124891
2026-02-11,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1190578
2026-02-12,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,573394
2026-02-14,Facture Électricité Senelec Usine,Énergie,debit,636232
2026-02-17,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1315357
2026-02-18,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,800488
2026-02-22,Achat Collecte Graines Arachide - Coopérative Kaolack,Fournisseur,debit,1836720
2026-02-23,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1546662
2026-02-26,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1247995
2026-02-27,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1667437
2026-02-28,Salaires Personnel Usine & Manutention,Salaires,debit,1200000
2026-03-02,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1556486
2026-03-03,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,551746
2026-03-04,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,564427
2026-03-05,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,687731
2026-03-09,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,509036
2026-03-10,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1256343
2026-03-10,Achat Collecte Graines Arachide - Coopérative Kaolack,Fournisseur,debit,1587267
2026-03-12,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1439224
2026-03-13,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1555485
2026-03-14,Facture Électricité Senelec Usine,Énergie,debit,828021
2026-03-16,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1692879
2026-03-18,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,948100
2026-03-19,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,812713
2026-03-20,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,740139
2026-03-22,Achat Collecte Graines Arachide - Coopérative Kaolack,Fournisseur,debit,1714552
2026-03-24,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1220293
2026-03-25,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,1113372
2026-03-27,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,526555
2026-03-28,Salaires Personnel Usine & Manutention,Salaires,debit,1200000
2026-04-01,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,336610
2026-04-01,Agios et Commission Découvert Bancaire CBAO,Frais Financiers,debit,144711
2026-04-14,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,407978
2026-04-14,Facture Électricité Senelec Usine,Énergie,debit,691231
2026-04-15,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,178441
2026-04-23,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,172723
2026-04-24,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,295132
2026-04-27,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,435887
2026-04-28,Salaires Personnel Usine & Manutention,Salaires,debit,1200000
2026-04-30,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,210591
2026-05-06,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,201214
2026-05-13,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,240575
2026-05-14,Facture Électricité Senelec Usine,Énergie,debit,803976
2026-05-21,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,303080
2026-05-28,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,192690
2026-05-28,Salaires Personnel Usine & Manutention,Salaires,debit,1200000
2026-06-01,Agios et Commission Découvert Bancaire CBAO,Frais Financiers,debit,117528
2026-06-05,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,191011
2026-06-10,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,195828
2026-06-14,Facture Électricité Senelec Usine,Énergie,debit,499591
2026-06-17,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,218731
2026-06-23,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,236859
2026-06-25,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,375929
2026-06-28,Salaires Personnel Usine & Manutention,Salaires,debit,1200000
2026-06-30,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,421333
2026-07-01,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,226341
2026-07-01,Agios et Commission Découvert Bancaire CBAO,Frais Financiers,debit,152398
2026-07-08,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,437831
2026-07-09,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,484314
2026-07-14,Vente Vrac Huile / Tourteaux Agro,Ventes,credit,324629
2026-07-14,Facture Électricité Senelec Usine,Énergie,debit,812771
